4.0;Roy Andersson sluit zijn trilogie af in zijn karakteristieke stijlcombinatie van absurdisme, tragiek en sociaal commentaar.;A Pigeon Sat on a Branch Reflecting on Existence
3.5;Een Nederlandse, maar vooral persoonlijke blik achter de schermen van een bewogen periode in de geschiedenis van Georgië.;Stand By Your President
3.5;Boeiende biopic over Lech Wałęsa, Pools hoop in bange dagen. Vermakelijk als geschiedenisles, maar oppervlakkig als portret van de man.;Walesa, Man of Hope
2.0;Smakelijke oplichterspraktijken zouden de hoofdmoot moeten vormen in deze rommelige misdaadkomedie van de makers van I Love You Phillip Morris.;Focus
2.0;Fantasiefilm waarin Jeff Bridges de strijd aangaat met Julianne Moore.;Seventh Son
4.0;Krachtige biopic over een psychisch beschadigde vrouw die een voettocht van enkele duizenden kilometers onderneemt om zichzelf terug te vinden.;Wild
4.0;Beklemmende arthousethriller met horrorelementen over tweelingbroertjes die ervan overtuigd zijn dat hun teruggekeerde gewonde moeder niet spoort.;Ich Seh, Ich Seh
2.0;Franco en Hudson zijn goede mensen, die toevallig met het criminele circuit in aanraking komen.;Good People
3.5;Overbodige en tegelijkertijd intrigerende verfilming van gelijknamig theaterstuk.;Elephant Song
3.0;Gestileerde documentaire over de kracht van de Matthäuspassion.;Erbarme Dich
2.5;Bennett Miller geeft zijn acteurs weer volop gelegenheid om Oscarnominaties te vergaren, maar verzuimt de kijker een boeiende film voor te schotelen.;Foxcatcher
4.0;Wat zou jij doen als je met je gezin zit te eten en er een lawine op je afkomt? In deze cynische komedie zet de dreigende ramp de stereotiepe man-vrouwverhouding op zijn kop.;Turist
3.0;Historisch, biografisch drama over de drie marsen van Selma naar Montgomery onder leiding van Martin Luther King. Inzet: het kiesrecht voor de zwarte bevolking.;Selma
4.0;Tour de force van een debuterende Wende Snijders in een intiem en overrompelend drama van regisseuse Sacha Polak.;Zurich
3.0;Vlotte en maffe misdaadkomedie komt met een hoop weg, maar het wordt hoog tijd dat Depp eens een ander typetje gaat spelen.;Mortdecai
2.0;Deze verfilming van het populaire boek van Mirjam Mous zorgt voor veel verwarring.;Boy 7
2.0;Verfilming van pulproman van E.L. James is een combinatie van Pretty Woman en 9½ Weeks.;Fifty Shades of Grey
4.0;Deze charmante spionnenkomedie van de makers van Kick-Ass laat exact de juiste balans van humor, karakterontwikkeling en actie zien.;Kingsman: The Secret Service
4.0;Subtiel en tot het einde toe spannend psychologisch misdaaddrama over de keerzijde van de American dream. Van de regisseur van Margin Call en All is Lost.;A Most Violent Year
4.0;Als je naar stemmen in je hoofd luistert, luister dan naar degene die zeggen dat je deze film moet gaan zien.;The Voices
2.0;Weinig enerverende sequel die zich enkele decennia na de gebeurtenissen uit het eerste deel afspeelt.;The Woman In Black: Angel of Death
2.0;In de tweede film van Asli Özge valt een huwelijk uit elkaar te midden van symbolische architectuur en kunst.;Lifelong
2.0;Deze drie uur durende rondleiding door de imposante schilderijencollectie van The National Gallery in Londen ontbeert een duidelijke richting of verhaal.;National Gallery
4.5;Disneys meest ontroerende film sinds The Lion King.;Big Hero 6
5.0;Grappig, creatief en hartverwarmend. Paddington is een pretpakket voor jong én oud.;Paddington
3.0;Zijn moeder is er dan misschien niet, Jean heeft wel een levendige fantasie.;Mijn Mama Is in Amerika en Ze Heeft Buffalo Bill Ontmoet
2.0;De Wachowski's zijn terug met een grootschalig scifisprookje. Het resultaat is een visueel indrukwekkende warboel van jewelste.;Jupiter Ascending
3.5;P.T. Anderson neemt voor de 2e keer het L.A. van de jaren '70 als setting. Ditmaal voor een humoristisch en filmnoirachtig detectiveverhaal dat bol staat van de verwikkelingen.;Inherent Vice
2.0;Jason Statham zuipt, gokt en knokt erop los in Las Vegas.;Wild Card
4.0;Oogstrelende creatieve animatiefilm van Ierse makelij die complexe themas met een avontuurlijk verhaal weet te verenigen. Genomineerd voor een Oscar.;Het Lied van de Zee
3.0;We hebben wel eens beter werk van Tim Burton gezien. De lichtpuntjes in deze vlakke biopic over schilderes Margaret Keane zijn Adams, tegenspeler Waltz en de laatste akte.;Big Eyes
2.5;Dit derde deel in de succesvolle reeks fantasiefilms betekent ook het afscheid van Robin Williams.;Night at the Museum: Secret of the Tomb
3.0;Na een lange afwezigheid is Martin Rejtman terug met deze tragikomedie over de absurde herhaling van het leven.;Dos Disparos
4.0;Een volledige film in gebarentaal, en dat is meer dan alleen een interessant experiment.;The Tribe
3.0;Lekker maf vertier voor zowel kinderen als volwassenen.;Jack Bestelt een Broertje
2.5;Gebrek aan ambitie kan Roel Reiné niet verweten worden, maar met monsterproductie Michiel de Ruyter lijkt hij toch iets te veel hooi op zijn vork te hebben genomen.;Michiel de Ruyter
3.5;De titel 'meest omstreden film van het jaar' is iets teveel eer, maar in het huidige maatschappelijke klimaat is The Interview misschien juist de komedie waar we op zaten te wachten.;The Interview
3.0;Verschillende bekende sprookjes komen samen in een vermakelijke musical met een enthousiaste cast.;Into the Woods
4.5;Geweldige, mooi vormgegeven en ontroerende film over jonge zwarte vrouwelijke identiteit en seksualiteit, met een fantastisch acteerdebuut.;Girlhood
1.5;Een oud zwak vrouwtje blijkt van meer last te hebben dan alleen Alzheimer.;The Taking of Deborah Logan
1.0;Jean-Luc Godard gebruikt 3D op revolutionaire wijze, maar is naast vernieuwend ook vermoeiend. Een afwijkende recensie van een afwijkende film.;Adieu au Langage
4.5;Gefocust psychologisch drama over een complexe vader-zoonrelatie. Volledig gesproken in het Limburgs.;Gluckauf
3.5;Prachtig gestileerd en opzettelijk kil portret van een dichter die een dubbele zelfmoord als de ultieme liefdesdaad ziet.;Amour Fou
2.0;Het beste te consumeren met een paar oordopjes en een flinke hoeveelheid aspirines.;The SpongeBob Movie: Sponge Out of Water
2.5;Tijdens de bombardementen in het Belgrado van 1999 proberen mensen grip te houden op hun dagelijkse leven.;The Sky Above Us
3.0;Michael Mann keert na een lange afwezigheid terug met een film over cyberterrorisme.;Blackhat
4.5;Ingenieus, grappig, opwindend, technisch hoogstaand en geweldig gespeeld.;Birdman
4.0;Een prachtig intiem portret van een zielsgelukkig jong stel dat door werk van elkaar gescheiden wordt. Is met alle moderne communicatiemiddelen hun relatie bestand tegen afstand?;10.000 KM
2.5;Vergetelijke hap-slik-wegkomedie van Nederlandse bodem moet het hebben van een paar geinige uitschieters.;Homies
3.0;Italiaans drama over een tragisch ongeluk en de weerslag die dat heeft op de levens van twee families.;Il Capitale Umano
1.0;Het (hopelijk) laatste deel uit de franchise presteert het om zijn voorganger eruit te laten zien als een meesterwerk.;Taken 3
3.5;Biopic over het huwelijk tussen de briljante Stephen Hawking en zijn eerste vrouw Jane.;The Theory of Everything
3.0;Humoristisch en lichtabsurdistisch liefdesdrama.;Onder het Hart
4.0;Een aangenaam luchtige maar toch genuanceerde kijk op hedendaags racisme.;Dear White People
4.0;Vierdelige miniserie over een zonderlinge politierechercheur die op een bizarre moordzaak wordt gezet. Hij heeft heel wat te stellen met de plaatselijke hangjeugd.;Ptit Quinquin
2.0;Amerikaans drama van de Nederlandse Miriam Kruishoop over twee families die worstelen met hun illegaliteit en overbeschermende inborst.;Greencard Warriors
3.5;Bij vlagen originele, bijna geheel geslaagde horrorfilm met goed concept en slimme subtekst.;When Animals Dream
2.0;Kluchtige, kolderieke komedie over een tandarts die zijn favoriete plaatje wil luisteren maar door alles en iedereen in zijn omgeving lastig gevallen wordt.;Une Heure de Tranquillité
3.5;De biopic rondom de excentrieke wetenschapper Alan Turing speelt iets teveel op veilig, maar lijkt in ieder geval al een zekerheidje voor de Oscars.;The Imitation Game
2.5;Angelina Jolie verfilmde het ongelooflijke levensverhaal van Olympisch sportman en oorlogsveteraan Louis Zamperini.;Unbroken
2.0;Een jonge weerwolf ontvlucht zijn dorp en maakt kennis met zijn gevaarlijke soortgenoten.;Wolves
1.0;Hemeltergend omslachtig, louter op dialoog gestoeld kostuumdrama over twee mensen die weten dat ze elkaar willen, maar het vertikken ervoor te gaan.;Miss Julie
4.0;Fijngevoelig drama over twee getrouwde mannen die door tegenslag het zonder elkaars gezelschap moeten stellen. Met prachtig acteerwerk van John Lithgow en Alfred Molina.;Love Is Strange
3.0;Merkwaardige gedachtestroom van een filmkunstenaar. Eigenzinnig, onconventioneel en bizar tegelijk.;La Distancia
3.5;Doorsnee moordmysterie dat toch de moeite waard is dankzij de persoonlijke touch van de filmmaker.;Black Coal
4.0;De mens heeft altijd een bijzondere pand met het paard onderhouden. Dat deze zowel dramatisch als komisch kan zijn, bewijst deze IJslandse Oscarinzending.;Of Horses and Men
2.0;Ridley Scotts nieuwe Bijbelspektakel.;Exodus: Gods and Kings
4.5;Zhang Yimou keert met zijn twintigste speelfilm terug naar de oorsprong en eenvoud. Een aangrijpend en emotioneel verhaal over herenigde geliefden.;Coming Home
4.0;De uitkomst van deze charmante romkom is weinig verrassend, maar de aankleding en invulling zijn zeer de moeite waard, zelfs als de tortelduifjes honderd minuten om elkaar heen draaien.;Love, Rosie
4.0;Mockumentary over vampiergemeenschap blijft ondanks humoristische aspect verrassend dicht bij realiteit.;What We Do in the Shadows
2.0;De nieuwe Ozon probeert een lichte komische noot te geven aan een serieus doch tamelijk lachwekkend gegeven. Dat was toch niet helemaal de bedoeling.;Une Nouvelle Amie
2.0;Een goed bedoelde maar vlakke verfilming van Michelle Wildgens roman over de spierziekte ALS.;Youre Not You
3.0;Rauwe western met prachtige beeldvoering.;The Salvation
3.0;Diplomatieke thriller die beide kampen van het conflict in het Midden-Oosten probeert te belichten.;Bethlehem
3.0;Dit derde drama van de Estse filmmaker Veiko Õunpuu draait om een ontslagen filmrecensent die geen toekomstplannen heeft. Een ode aan de vrijgevochten jaren zestig.;Free Range
3.5;Vrolijke en warmhartige nieuwe versie van de (kerst)klassieker.;Annie
3.0;De twee bekendste Galliërs zijn voor het eerst digitaal geanimeerd in de bioscoop te bewonderen.;Asterix en Obelix: de Romeinse Lusthof
4.0;Gitzwarte Noorse misdaadkomedie die doet denken aan het werk van de gebroeders Coen.;In Order of Disappearance
3.5;In hun vijfde samenwerking regisseert Mike Leigh acteur Timothy Spall als William Turner: de grootste, maar ondoorgrondelijkste Engelse schilder uit de achttiende eeuw.;Mr. Turner
3.5;Romkom over een uit de hand gelopen onenightstand is een positieve verrassing.;Two Night Stand
3.5;Surrealistische trip van een jonge vrouw die zoekt naar haar verdwenen broertje en balanceert tussen leven en dood.;Silent Ones
4.0;Een nieuwe invalshoek op de prijswinnende documentaire. Met vaart en veel humor gemonteerd, zonder afbreuk te doen aan de schoonheid der kunsten.;Het Nieuwe Rijksmuseum: De Film
3.0;Het slotstuk dat twee van de populairste trilogieën aller tijden met elkaar verbindt.;The Hobbit: The Battle of the Five Armies
4.0;Een stukje serieuzer maar daardoor niet minder grappig. De langverwachte opvolger is een geslaagd weerzien met de vriendinnen uit het Gooi.;Gooische Vrouwen 2
4.0;Indrukwekkend en vooral zeer naargeestig drama over een geheimzinnige studentenclub die alle grenzen overschrijdt.;The Riot Club
2.0;Documentaire over de behandeling van beschadigde chimpansees.;Het Chimpansee Complex
3.0;Curieuze mix van genres en themas. Niet helemaal bevredigend, maar zonder meer fascinerend en bevreemdend.;White God
3.5;Het levensverhaal van de Franse Helen Keller krijgt een aangenaam ingetogen verfilming.;Marie Heurtin
4.0;Fraai portret van de Braziliaanse topfotograaf Sebastião Salgado.;The Salt of the Earth
3.5;De waggelende spionnen uit de Madagascar-films bieden ook in een eigen speelfilm volop vermaak.;Penguins of Madagascar
4.0;Het laatste en tevens beste deel uit de filmreeks gebaseerd op de boeken van Mirjam Oldenhave. Vooral Sanne Wallis de Vries steelt de show.;Mees Kees op de Planken
4.0;Deze betoverende charmante kaskraker uit Noorwegen is een meeslepend stop motion-avontuur. Het oogstrelende vakwerk komt voor een groot deel uit Nederland.;Solan & Ludwig en de Sneeuwmachine
2.0;Het vriendenclubje is voor zichzelf begonnen en zelfs dan lonkt het criminele pad. Een aaneenschakeling van puberale grappen is het resultaat.;Horrible Bosses 2
2.0;Stephen Daldrys nieuwste doet denken aan een Braziliaanse variant op Slumdog Millionaire, maar legt de prekerige moraal er veel te dik bovenop.;Trash
3.5;Smakelijke klucht die langzaam richting drama gaat. Met een ervaren topcast die heerlijk op elkaar ingespeeld is.;My Old Lady
1.5;Jessie zit na een ongeluk vast in een rolstoel, wat ontsnappen aan enge geesten lastig maakt.;Jessabelle
3.5;Dit eerbetoon aan het Koninklijk Concertgebouworkest volgt de musici bij hun wereldtournee. Vooral sterk in het aanzetten van contrasten en het illustreren van overeenkomsten.;Om de Wereld in 50 Concerten
2.5;Zonder de interessantdoenerij is dit actievehikel met Keanu Reeves erg amusant. Wat dan overblijft is lekker hersenloos schieten en wraak nemen.;John Wick
4.0;De nieuwste film met Bill Hader en Kristen Wiig, maar het is geen komedie.;The Skeleton Twins
2.5;Een overtuigende Shailene Woodley en een fijne eightiessfeer vormen de belangrijkste wapenfeiten in dit familiedrama van indieregisseur Gregg Araki.;White Bird in a Blizzard
4.0;"Familie, liefde, leven, dood, natuur; grootse themas, maar verwerkt in een uiterst gevoelig en behaaglijk drama.";Still the Water
3.5;Indrukwekkende kleine film met Eddie Marsan over het belang van menselijke interactie.;Still Life
3.5;Amateuractrice Angélique Litzenburger speelt als uitgerangeerde nachtclubhostess min of meer haar eigen leven na.;Party Girl
3.5;Het eindspel van The Hunger Games begint met een ingetogen eerste helft.;The Hunger Games: Mockingjay - Part 1
4.0;Wederom een zeer geslaagde Annie M.G. Schmidt-verfilming uit de koker van producent Burny Bos. Eigentijds maar toch heerlijk nostalgisch.;Wiplala
2.0;Harry en Lloyd zijn twintig jaar ouder, maar nog geen steek wijzer. Geen wonder dus dat ze met dit onnodige vervolg komen.;Dumb and Dumber To
5.0;Een Oscarwaardige vertolking van J.K. Simmons in een magistraal muziekdrama over de offers van het volgen van je passie.;Whiplash
4.0;Beklemmend, esthetisch en bovenal weergaloos geacteerd drama van jonge arthouseveteraan Xavier Dolan.;Mommy
5.0;De meesterlijke klassieker van Billy Wilder over de schaduwzijden van Hollywood is gerestaureerd en opnieuw te bewonderen in de bios!;Sunset Boulevard
2.5;Zelfs een duivelse Daniel Radcliffe weet dit rommelige moderne sprookje niet te redden.;Horns
3.0;Omar Sy trekt wederom de sympathie naar zich toe in deze officieuze opvolger van Intouchables. Dit keer pakt de combinatie tussen drama en 'feel good' minder goed uit.;Samba
4.5;Christopher Nolan flikt het weer: zijn nieuwste is een weergaloos ruimtevaartepos met een lastig te doorgronden plot, prachtige plaatjes en een sterke nadruk op drama.;Interstellar
5.0;Spanning, tragiek, een heftige boodschap en een excellerende Jake Gyllenhaal maken van Nightcrawler een niet te missen film.;Nightcrawler
4.0;Prachtig ingehouden Vlaams drama over hoe jongeren met een zwaar trauma omgaan.;Violet
4.5;De grote winnaar bij de Gouden Kalveren is een heerlijk komisch-cynische kijk op het leven van een nietsnut, wiens leven op zijn kop wordt gezet door een zestienjarige oppas.;Aanmodderfakker
2.0;Op waargebeurd verhaal gebaseerde misdaadfilm laat geen diepe indruk achter.;Revenge of the Green Dragons
2.5;De Argentijnse Oscarinzending draait om een mysterieuze Duitse arts die een immens geheim met zich meedraagt en het leven van een intelligent jong meisje beïnvloedt.;Wakolda
1.5;De romkom voor de decembermaand is dit jaar een flauwe invuloefening van alles wat volgens debutant Kees van Nieuwkerk in het genre thuishoort.;Pak Van Mijn Hart
2.0;Een vader moet en zal een zoon hebben, ook al is het eigenlijk een meisje.;Qissa: The Tale of a Lonely Ghost
2.5;Dit sfeervolle Franse romantische drama over een geheime driehoeksverhouding is te melodramatisch voor zijn eigen goed.;3 Coeurs
4.5;Een indringend onderwerelddrama gesitueerd in een grimmig, treffend verbeeld Brooklyn.;The Drop
4.0;Een fictieve dag in het leven van Nick Cave, waarin op mooie wijze de transformerende kracht van muziek centraal staat.;20.000 Days On Earth
3.5;Een ambitieus regiedebuut waarin een echtscheiding over twee films verdeeld wordt.;The Disappearance of Eleanor Rigby: Him & Her
4.0;De Argentijnse Oscarinzending voor beste buitenlandstalige film ontwijkt netjes de gebruikelijke valkuilen van de omnibusfilm.;Wild Tales
4.0;Na vijfentwintig jaar bij een inheemse stam geleefd te hebben, keert de Amerikaan Louis Sarno terug naar zijn thuisland. Een sterke documentaire over leven in twee werelden.;Song From the Forest
3.0;Dit intense jeugddrama over een danser met een ernstige stofwisselingsziekte wordt geplaagd door een gebrek aan context. Hoofdrolspeler Verkooijen maakt indruk.;Dansen op de Vulkaan
1.5;Glaasje draaien is vragen om problemen.;Ouija
2.0;Dit Braziliaanse drama ontvouwt zich in horten en stoten in een thriller en is schatplichtig aan het soapgenre.;A Wolf at the Door
4.5;David Ayer verlaat tijdelijk Los Angeles en gaat op oorlogspad.;Fury
4.5;Omvangrijk en gelaagd drama schetst een satirisch, maar zorgwekkend beeld van de corrupte Russische staat.;Leviathan
3.5;Undercover in Nederland, maar net even anders.;Infiltrant
4.0;Intrigerende duik in het hoofd van een blinde vrouw.;Blind
3.5;Aangename feelgoodfilm met Bill Murray zoals we hem het liefste zien: knorrig, cynisch, maar met een hartje van goud.;St. Vincent
3.5;Deze stemmige verfilming van een kort verhaal van Edgar Allan Poe ziet er prachtig uit en bevat een imposante cast die solide acteerwerk laat zien.;Stonehearst Asylum
2.0;Nu weten we het wel, Nicholas Sparks.;The Best of Me
4.5;Een fascinerende, hypnotiserende en verontrustende scifi-horror met een perfect gecaste Scarlett Johansson.;Under the Skin
4.0;Geslaagd en gelaagd relationeel drama met een fantastische Robert Downey Jr. en Robert Duvall in de hoofdrollen.;The Judge
4.0;Fijne feelgoodmovie over een homobeweging die in de jaren tachtig geld inzamelde voor de mijnwerkers.;Pride
3.0;Liam Neeson is weer in zijn element.;A Walk Among the Tombstones
2.0;We worden voortdurend om de oren geslagen met de parallellen tussen het leven van een verveelde binnenhuisarchitecte en dat van Madame Bovary.;Gemma Bovery
3.5;Vertederende kinderfilm maakt zwaar thema ook voor jonge kijkers inzichtelijk.;Het Leven Volgens Nino
1.5;De derde bioscoopfilm naar de populaire televisieserie is een heleboel voorspelbare flauwekul die de vertaling naar de moderne tijd niet heeft weten te maken.;De Club van Sinterklaas & Het Pratende Paard
3.5;Tom Hardy moet het helemaal alleen doen in dit psychologische drama, dat zich volledig in een auto afspeelt.;Locke
1.5;Een gefaalde poging om van s werelds bekendste vampier een superheld te maken.;Dracula Untold
3.5;Simon Pegg gaat op zoek naar geluk in onderhoudende boekverfilming.;Hector and the Search for Happiness
2.5;Een pas geëmigreerde Indiase familie gaat de concurrentiestrijd aan met een Michelin-restaurant in een klein Frans dorpje.;The Hundred-Foot Journey
3.5;Drie jaar na Onder Ons is in de vinexwijk van Marco van Geffen nog altijd weinig vrolijkheid te bespeuren.;In Jouw Naam
2.5;Kinderfilm over rouwverwerking verpakt als fantasierijk animatieavontuur.;Johan en de Verenkoning
3.0;Een kinderboek over een Egyptische mummie in een Nederlands polderlandschap wordt verfilmd als spaghettiwestern. Wie weet waarom mag het zeggen.;Dummie de Mummie
1.0;Performancekunst moet je liggen. De vorm waarin het gegoten wordt is allesbepalend, dat bewijst dit Vlaamse project wel.;Drift
4.0;Origineel en liefdevol gemaakt kinderavontuur. Zo kan een Sinterklaasfilm dus ook zijn.;Trippel Trappel: Dierensinterklaas
3.0;Kleurrijke animatiefilm voor de kleintjes.;Hocus Pocus met Alfons Alfrink
2.5;Deze komedie van de makers van De Marathon gooit het over een wat serieuzere boeg. Dit pakt ondanks de geweldige cast niet altijd even wonderlijk uit.;Wonderbroeders
4.0;Sterk opgebouwd en intrigerend gelaagd, deze nieuwste thriller van David Fincher.;Gone Girl
4.0;Een fascinerende documentaire over de doorzettingsdrift van een vrouwelijke bokser die plotsklaps verandert in een nachtmerrie met vergaande gevolgen.;Bittersweet
4.0;Een intrigerende, indrukwekkende en intieme film over het sterfproces en hoe we daar mee om (kunnen) gaan.;Brozer
3.0;Door filmpassie speelde Nederlander Frans Afman een belangrijke rol in het veranderen van het financieringssysteem in de onafhankelijke Amerikaanse filmindustrie.;Hollywood Banker
2.0;Na haar overtuigende debuut in The Conjuring mag de enge pop Annabelle nu proberen ons in haar eigen film de stuipen op het lijf te jagen.;Annabelle
2.0;De moord op Theo van Gogh had voorkomen kunnen worden. Was dat maar gebeurd. Dan was de film die dat verkondigt ons bespaard gebleven.;2/11 - Het Spel van de Wolf
2.5;Een voormalig bankier klapt uit de school over de onoorbare praktijken waar hij jarenlang aan meewerkte en een fortuin mee verdiende.;Master of the Universe
3.5;De derde film van stopmotion-animatiestudio LAIKA is net als voorgangers Coraline en ParaNorman een lust voor het oog.;The Boxtrolls
2.5;Was het alweer tijd voor een remake van Man on Fire?;The Equalizer
3.5;Amerikaanse jeugdboekverfilming die aanhaakt bij de populariteit van The Hunger Games met een vleugje Lost. Zeer aangenaam tijdverdrijf.;The Maze Runner
4.5;Gouden Palm-winnaar maakt alle verwachtingen waar.;Winter Sleep
3.0;Deze remake van de Britse thriller The Disappearance of Alice Creed scoort vooral punten met de ijzersterke vertolkingen.;Bloedlink
4.0;Zomers tafelen met Steve Coogan en Rob Brydon levert naast een reeks oeverloze discussies wederom een flinke dosis kijkplezier op.;The Trip To Italy
3.5;Gewaagde en confronterende kritiek op Iraanse regering.;Manuscripts Dont Burn
1.5;Waargebeurd verhaal over Nederlands-Indische soldaat in het vreemdelingenlegioen tijdens de Eerste Wereldoorlog.;Patria
3.0;Tessa Schram maakt haar regiedebuut met deze nieuwste Carry Slee-verfilming.;Pijnstillers
2.0;Na het angstaanjagende Sinister keert Scott Derrickson terug met een occulte misdaadhorrorfilm.;Deliver Us From Evil
2.5;Misdaadkomedie van de schrijver van Jacky Brown in de sfeer van het werk van de gebroeders Coen. De imposante cast is de grootste redding.;Life of Crime
3.0;Romantische komedie die graag indie wil zijn, maar iets te scheutig is geweest met het semi-intellectuele gebrabbel van zelfbewuste twintigers.;What If
2.0;Een vader moet zijn dochter uit de handen van criminelen zien te redden. Zelf is hij ook geen lieverdje.;The Prince
4.0;Boekverfilming over jong meisje dat zich subtiel los probeert te worstelen uit het strenggelovige milieu.;Dorsvloer Vol Confetti
3.0;Documentaire van de maker van We Feed the World waarin de stelling dat ons moderne onderwijssysteem onze creativiteit om zeep helpt centraal staat.;Alphabet
1.5;Tienerboekverfilming over een getalenteerd meisje dat nog een heel leven voor zich heeft, maar na een auto-ongeluk moet vechten voor haar leven.;If I Stay
3.0;Het sterke acteerwerk van Juliette Binoche en Kristen Stewart maken enkele vreemde regie- en scenariokeuzes een stuk overkomelijker.;Clouds of Sils Maria
2.0;Deze romanverfilming zit tjokvol plotelementen en voert langs diverse Europese locaties. Geïsoleerd beschouwd vormen de actiescènes de sterkste momenten.;November Man
4.0;Dit deels autobiografische regiedebuut van Saskia Diesing gaat over de complexe relatie tussen een meisje dat haar hele leven nog voor zich heeft en haar vader met een doodswens.;Nena
3.0;Mooie natuuropnamen kunnen niet verhullen dat deze documentaire over de relatie tussen mens en water weinig nieuws te vertellen heeft.;Watermark
2.5;Gewaagd experiment van Eugenie Jansen. Above Us All is een 3D-speelfilm met uitsluitend shots van driehonderdzestig graden.;Above Us All
4.0;Philip Seymour Hoffmans laatste voltooide film onderstreept nog eens wat een geweldige acteur we moeten missen.;A Most Wanted Man
4.0;Prachtig geanimeerd, diep ontroerend sprookje van het Japanse Studio Ghibli.;The Tale of Princess Kaguya
2.5;Jon Favreau begint vol enthousiasme aan een voedzame maaltijd, maar kan het uiteindelijk niet laten deze te overgieten met een hoop zoetigheid.;Chef
4.0;Scheiden doet vooral lang lijden in dit sterke Israëlische drama, dat de achtergestelde positie van vrouwen in een religieus huwelijk aan de kaak stelt.;Gett, the Divorce Trial of Viviane Amsalem
2.0;Schatzoeken in de catacomben van Parijs levert een ongemakkelijke mix tussen horror, avontuur en found footage op.;As Above/So Below
2.5;De prequel/sequel die maar liefst negen jaar op zich liet wachten, weet het geduld van de fans niet te belonen.;Sin City: A Dame To Kill For
4.0;Heerlijk vileine en geestige satire over het sterrenbestaan in Hollywood.;Maps to the Stars
2.0;Twister anno 2014 moest vooral groter en overweldigender zijn. Visueel een amusante rampenfilm, maar inhoudelijk een zwak briesje.;Into the Storm
2.5;Klein realistisch drama over jongen die zich wil losmaken van zijn vader.;The Third Side of the River
1.0;De reboot van de Teenage Mutant Ninja Turtles is vooral voor jeugdige bioscoopgangers interessant. Of dit ook de bedoeling van de makers was valt te bezien.;Ninja Turtles
3.0;De nieuwe Woody Allen is een zeer aangenaam tussendoortje, dat draait om het ontmaskeren van een charmant charismatisch medium door een zelfingenomen illusionist.;Magic in the Moonlight
4.0;Klein en fijn drama over een moeder en haar vijftienjarige zoon die volwassen begint te worden.;Club Sandwich
1.5;Matig horrorvehikel dat zich in een Colombiaanse herberg afspeelt die een duister geheim verbergt. Alles valt en staat met hoe de vaste horroringrediënten worden samengevoegd.;The Damned
1.0;Een schaamteloze meelifter op de Vijftig Tinten Grijs-hype. Koste wat kost vermijden.;De Overgave
2.5;Gemoedelijke dansfilm, waarbij uitgerekend Nick Forst de voetjes van de vloer gooit. Dit doet hij niet onverdienstelijk in een poging zijn bazin te versieren.;Cuban Fury
4.5;Marvels grootste gok resulteert in misschien wel hun beste film tot nu toe.;Guardians of the Galaxy
2.5;Deel drie van de serie over uitgebluste actiehelden trekt een blik jonge vechters open en dat had bedenker en scenarist Sly Stallone nou net niet moeten doen.;The Expendables 3
3.5;De nieuwe Ken Loach duikt na The Wind That Shakes the Barley opnieuw in de Ierse geschiedenis. Met een mooi klein verhaal dat de hoofdpersoon iets te veel ophemelt.;Jimmys Hall
2.0;Twee vreemdelingen proberen de zin van het leven te vinden en hun uitzichtloze bestaan te ontvluchten. De één door een weloverwogen beslissing, de ander door het lot.;Bird People
2.0;Flauwe komedie over wat voor lol je allemaal wel niet kan trappen als je je met je beste maatje voordoet als politieagent. Halverwege is de koek wel op.;Lets Be Cops
2.5;Cameron Diaz en Jason Segel als uitgeblust stel dat per ongeluk hun zelfgemaakte seksvideo digitaal verspreidt.;Sex Tape
1.5;Vijfenzestigpluskomedie met Diane Keaton en Michael Douglas. Als buren die elkaar niet kunnen uitstaan worden ze in elkaars armen gedreven door de komst van een kind.;And So It Goes
2.5;Het sterke acteerwerk van de drie hoofdrolspelers voorkomt helaas niet dat André Techinés nieuwste een zeer onevenwichtige indruk maakt.;L'Homme Qu'On Aimait Trop
1.5;Rommelige en amateuristische bewerking van een kort verhaal van Tolstoj, vertaald naar een moderne setting.;Two Jacks
2.5;De hoofdpersonen zijn niet de enigen die nauwelijks een idee hebben waar ze mee bezig zijn.;Hotell
2.5;De tweede Hercules-film van dit jaar is beter dan de vorige, maar daarmee is alles wel gezegd.;Hercules
3.5;Het tweede avontuur van de kleine Nicolaas, naar de boeken van Asterix-schrijver René Goscinny, barst wederom van de charme en kleurrijke personages.;Kleine Nicolaas gaat op vakantie
4.0;Een van de meest ambitieuze filmprojecten van deze eeuw levert misschien geen onbetwist meesterwerk op, maar wel een erg fijne film met voldoende curiositeitswaarde.;Boyhood
4.0;Inspirerende en ontroerende feelgooddocu over een Iraans meisje dat er van droomt om astronaut te worden.;Sepideh: Reaching for the Stars
3.0;Net als bij de titelfiguur is het de bedoeling dat je bij deze actiethriller je kop er bij houdt. De geloofwaardigheid is echter omgekeerd evenredig met de intelligentie van Lucy.;Lucy
2.5;Afstandelijk en abstract misdaaddrama over een topcrimineel die wordt geconfronteerd met zijn eigen beperkingen. Een weergaloze Hans Dagelet had een meer omlijnde rol verdiend.;Helium
3.0;Elijah Wood speelt voor zijn leven in deze vlotte thriller die zijn inspiratie haalt uit het werk van Alfred Hitchcock.;Blackmail
